winery,wine,year,rating,num_review,region,price,type,grapes
Bodega Numanthia,Termanthia 2012,2012,"4,6",864,España / Castilla y León / Toro,214,Vino tinto,100 % de Tinta de toro
Ferrer Bobet,Selecció Especial Vinyes Velles 2017,2017,"4,4",102,España / Cataluña / Priorato,65,Vino tinto,100 % de Cariñena
Viñedos de Páganos,La Nieta 2016,2016,"4,6",548,España / Rioja,"108,21",Vino tinto,100 % de Tempranillo
Bigardo,Tinto 2015,2015,"3,6",103,España / Castilla y León / Toro,"14,50",Vino tinto,100 % de Tinta de toro
Hacienda López de Haro,Gran Reserva 2011,2011,"4,0",1015,España / Rioja,"16,95",Vino tinto,100 % de Tempranillo
Bodega Ca'n Verdura,Binissalem-Mallorca Tomeu Llabres 2021,2021,"3,9",53,España / Islas Baleares / Mallorca / Binissalem-Mallorca,"11,30",Vino tinto,"Merlot, Monastrell, Callet, Manto Negro"
Algueira,Risco (Merenzao) 2018,2018,"3,8",31,España / Galicia / Ribeira Sacra,"39,90",Vino tinto,Trousseau
Can Sala,Cava Gran Reserva Brut Nature 2006,2006,"4,2",130,España / Cava,"37,50",Vino espumoso,"Parellada, Xarel-lo"
Luis Cañas,Rioja Reserva 2012,2012,"4,0",3008,España / Rioja,"14,40",Vino tinto,100 % de Tempranillo
Diez Mérito,Bertola Cream N.V.,3553,"3,6",72,España / Andalucía / Jerez-Xérès-Sherry,,Vino fortificado,"Pedro Ximenez, Palomino"
Mustiguillo,Finca Calvestra Merseguera 2020,2020,"4,2",103,España / Vino de España,"17,50",Vino de España,100 % de Merseguera
Volver,Tarima Rosado 2014,2014,"3,3",61,España / Valencia / Alicante,"5,25",Vino rosado,100 % de Monastrell
Bodegas Yuste,La Kika Manzanilla Sherry N.V.,8237,"3,9",227,España / Andalucía / Jerez-Xérès-Sherry / Manzanilla,"23,90",Vino fortificado,100 % de Palomino
Celler Mas Pòlit,Terra Indika 2019,2019,"3,7",30,España / Cataluña / Empordà,"6,88",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Grenache, Monastrell, Moscatel"
Dominio de Cair,Pendón De La Aguilera 2011,2011,"4,8",39,España / Castilla y León / Ribera del Duero,242,Vino tinto,Tempranillo
Eguren Ugarte,Reserva 2011,2011,"3,9",255,España / Rioja,"12,35",Vino tinto,"Tempranillo, Graciano"
Vinedos Escudero,Solar de Becquer Crianza 2015,2015,"3,8",412,España / Rioja,8,Vino tinto,"Tempranillo, Mazuelo, Garnacha"
L'Encastell,Roquers de Porrera 2016,2016,"4,2",103,España / Cataluña / Priorato,"36,90",Vino tinto,"Shiraz/Syrah, Merlot, Carignan, Garnacha"
Félix Solís,Casa Albali Tempranillo - Shiraz 2019,2019,"3,6",156,España / Castilla / Valdepeñas,"3,95",Vino tinto,"Shiraz/Syrah, Tempranillo"
Parés Baltà,Cusiné Rosa 2016,2016,"4,2",45,España / Cava,"23,40",Vino espumoso,Grenache
Rafael Palacios,As Sortes Val do Bibei Godello 2019,2019,"4,4",373,España / Galicia / Valdeorras,149,Vino blanco,100 % de Godello
Barbadillo,San Rafael Medium N.V.,9410,"3,7",71,España / Andalucía / Jerez-Xérès-Sherry,,Vino fortificado,100 % de Pedro Ximenez
Equilibrio,9 Monastrell 2017,2017,"3,9",359,España / Murcia,"7,75",Vino tinto,100 % de Mourvedre
Equipo Navazos,La Bota 91 de Fino 'Macharnudo Alto' N.V.,0184,"3,9",90,España / Andalucía / Jerez-Xérès-Sherry / Jerez Fino,"26,20",Vino fortificado,Palomino
Martinet,Camí Pesseroles 2013,2013,"4,5",34,España / Cataluña / Priorato,"75,50",Vino tinto,Garnacha
Rudeles,Rudeles 23 2018,2018,"3,4",25,España / Castilla y León,"96,90",Vino tinto,Tempranillo
Tinto Pesquera,Crianza 2018,2018,"4,1",4892,España / Castilla y León / Ribera del Duero,"18,20",Vino tinto,100 % de Tempranillo
Mas Doix,1902 Centenary Carignan Priorat 2017,2017,"4,6",58,España / Cataluña / Priorato,299,Vino tinto,100 % de Cariñena
Matarromera,Crianza 2015,2015,"4,1",4514,España / Castilla y León / Ribera del Duero,"18,90",Vino tinto,100 % de Tempranillo
Pandora,Verdejo 2021,2021,"3,8",32,España / Castilla y León / Rueda,"7,59",Vino blanco,100 % de Verdejo
Coca i Fitó,Tocat de l'Ala Negre 2018,2018,"3,9",290,España / Cataluña / Empordà,"11,45",Vino tinto,"55 % de Cariñena, 35 % de Garnacha, 10 % de Shiraz/Syrah"
Alta Alella,Mirgin Reserva Brut Nature 2016,2016,"3,7",364,España / Cava,"14,63",Vino espumoso,100 % de Parellada
Can Ràfols dels Caus,Terraprima Brut Cava Reserva N.V.,0889,"3,7",51,España / Cava,"9,98",Vino espumoso,"Chardonnay, Macabeo, Xarel-lo"
Rodríguez de Vera,Tinto 2018,2018,"3,9",41,España / Castilla / Almansa,"15,50",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot, Garnacha Tintorera"
Viña Eizaga,La Cabra 2017,2017,"3,8",68,España / Rioja,"15,90",Vino tinto,Tempranillo
Imperial,Rioja Reserva 2016,2016,"4,2",2937,España / Rioja,"26,70",Vino tinto,100 % de Tempranillo
Mas Bertran,Balma Reserva Brut Nature 2015,2015,"3,9",71,España / Cataluña / Penedès,"10,10",Vino espumoso,"Macabeo, Xarel-lo, Parellada"
Martí Fabra,L'Oratori Empordà 2019,2019,"3,6",208,España / Cataluña / Empordà,"7,10",Vino tinto,"Cabernet Sauvignon, Grenache, Carignan"
Can Bas,La Creu 2018,2018,"4,2",96,España / Cataluña / Penedès,"26,90",Vino blanco,Sauvignon Blanc
Carchelo,EYA Monastrell 2019,2019,"3,7",207,España / Murcia / Jumilla,"5,50",Vino tinto,Monastrell
Bodega Pirineos,Selección Marboré 2006,2006,"3,8",410,España / Aragón / Somontano,"19,60",Vino tinto,"Merlot, Tempranillo, Cabernet Sauvignon, Moristel, Parraleta"
Arzuaga,Ribera del Duero Crianza 2019,2019,"4,2",1682,España / Castilla y León / Ribera del Duero,"19,01",Vino tinto,100 % de Tempranillo
Alfredo Arribas,Trossos Sants 2017,2017,"3,6",36,España / Cataluña / Tarragona / Montsant,"15,89",Vino blanco,100 % de Garnacha Blanca
Inurrieta,Cuatrocientos Crianza 2017,2017,"3,8",432,España / Navarra,"7,79",Vino tinto,"Merlot, Graciano, Garnacha, Shiraz/Syrah, Cabernet Sauvignon"
Bodegas Valdemar,Fincas Valdemacuco Roble 2017,2017,"3,7",68,España / Castilla y León / Ribera del Duero,"16,91",Vino tinto,100 % de Tempranillo
Bicicletas y Peces,Verdejo 2020,2020,"3,6",143,España / Castilla y León / Rueda,"8,80",Vino blanco,Verdejo
Diez Caballero,Reserva Tempranillo 2011,2011,"4,0",481,España / Rioja,"9,90",Vino tinto,100 % de Tempranillo
Viña Sastre,Regina Vides Ribera del Duero 2006,2006,"4,1",30,España / Castilla y León / Ribera del Duero,116,Vino tinto,Tempranillo
Tridente,Triton Tinta de Toro 2018,2018,"3,8",242,España / Castilla y León / Toro,"12,90",Vino tinto,100 % de Tempranillo
Cal Grau,La Petite Agnès 2015,2015,"3,7",711,España / Cataluña / Priorato,"10,85",Vino tinto,"Carignan, Grenache"
Aalto,Tinto 2016,2016,"4,3",1934,España / Castilla y León / Ribera del Duero,"75,62",Vino tinto,100 % de Tempranillo
Clos Lentiscus,Cric Cric Blanc 2018,2018,"3,8",172,España / Cataluña / Penedès,"15,50",Vino blanco,Xarel-lo
Trossos del Priorat,Lo Món 2016,2016,"4,2",163,España / Cataluña / Priorato,"20,50",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Grenache, Carignan"
El Coto,Coto Mayor Crianza 2014,2014,"3,6",510,España / Rioja / Rioja Alavesa,"10,50",Vino tinto,Tempranillo
Viñedos de Páganos,La Nieta 2018,2018,"4,6",263,España / Rioja,"110,80",Vino tinto,100 % de Tempranillo
Luzon,Por Tí 2012,2012,"4,2",215,España / Murcia / Jumilla,"22,90",Vino tinto,"80 % de Monastrell, 20 % de Cabernet Sauvignon"
Dominio Romano,Tinto 2015,2015,"4,0",262,España / Castilla y León / Ribera del Duero,"22,95",Vino tinto,100 % de Tinto Fino
Veronica Ortega,Quite Mencia 2019,2019,"3,8",217,España / Castilla y León / Bierzo,"14,90",Vino tinto,100 % de Mencia
Palacios Remondo,Rioja La Vendimia 2020,2020,"3,7",97,España / Rioja,"7,90",Vino tinto,100 % de Garnacha
Albet i Noya,Petit Albet Clàssic Penedès Brut 2019,2019,"3,8",163,España / Cataluña / Penedès,"9,20",Vino espumoso,"Chardonnay, Xarel-lo"
Tayaimgut,Sauvignon Blanc 2016,2016,"3,8",31,España / Cataluña / Penedès,"18,20",Vino blanco,100 % de Sauvignon Blanc
El Angosto,La Tribuna 2019,2019,"3,5",117,España / Valencia,"5,65",Vino tinto,"Shiraz/Syrah, Monastrell, Garnacha"
Montecillo,Rioja Crianza 2018,2018,"3,6",590,España / Rioja,"7,01",Vino tinto,"85 % de Tempranillo, 10 % de Garnacha, 5 % de Graciano"
Viñedos Verticales,La Raspa 2018,2018,"3,6",82,España / Andalucía / Sierras de Málaga,"8,86",Vino blanco,"80 % de Moscatel de Alejandría, 20 % de Doradilla"
Bodegas Cosme Palacio,Glorioso Rioja Crianza 2007,2007,"3,6",321,España / Rioja,"14,50",Vino tinto,Tempranillo
Alta Alella,Bruant 2020,2020,"4,0",70,España / Cava,"15,95",Vino espumoso,Xarel-lo
Félix Solís,Viña Albali Gran Reserva 2014,2014,"3,6",734,España / Castilla / Valdepeñas,"6,95",Vino tinto,100 % de Tempranillo
Dominio de Eguren,Protocolo Rosado 2019,2019,"3,6",150,España / Castilla,"4,20",Vino rosado,100 % de Tempranillo
Son Prim,Merlot 2018,2018,"4,2",94,España / Islas Baleares / Mallorca,"19,40",Vino tinto,Merlot
Vetus,Flor de Vetus Verdejo 2021,2021,"3,8",84,España / Castilla y León / Rueda,"7,50",Vino blanco,100 % de Verdejo
Ausàs,Interpretación 2019,2019,"4,4",72,España / Castilla y León / Ribera del Duero,"45,50",Vino tinto,100 % de Tempranillo
Viñedos de Páganos,La Nieta 2019,2019,"4,7",118,España / Rioja,110,Vino tinto,100 % de Tempranillo
Azpilicueta,Colección Privada Blanco 2019,2019,"4,2",80,España / Rioja,16,Vino blanco,100 % de Viura
Angel Lorenzo Cachazo,Martivilli Verdejo 2018,2018,"3,5",228,España / Castilla y León / Rueda,"6,95",Vino blanco,100 % de Verdejo
Quinta de la Quietud,Corral de Campanas 2016,2016,"3,7",438,España / Castilla y León / Toro,"10,90",Vino tinto,100 % de Tempranillo
Cara Nord,Conca de Barberà Trepat Rosat 2019,2019,"3,7",113,España / Cataluña / Conca de Barberà,"10,50",Vino rosado,Trepat
Colet,Navazos Extra Brut 2016,2016,"4,0",63,España / Cataluña / Penedès,"20,75",Vino espumoso,100 % de Xarel-lo
Viña Olabarri,Crianza 2018,2018,"3,6",49,España / Rioja,"7,50",Vino tinto,100 % de Tempranillo
Bodegas Martín Códax,Gallaecia Rias Baixes Albarino 2017,2017,"4,5",56,España / Galicia / Rías Baixas,"39,55",Vino blanco,100 % de Albariño
Inurrieta,Orchidea Cuvée 2018,2018,"4,1",88,España / Navarra,"11,40",Vino blanco,Sauvignon Blanc
Colet,Navazos Reserva Extra Brut 2011,2011,"4,2",65,España / Cataluña / Penedès,"29,75",Vino espumoso,Chardonnay
Obalo,La Encina Crianza 2017,2017,"3,9",313,España / Rioja,"9,90",Vino tinto,100 % de Tempranillo
Marqués de Cáceres,Rioja Blanco 2021,2021,"3,6",280,España / Rioja,"5,40",Vino blanco,Viura
Bienbebido,Come Queso y Bebe Vino 2018,2018,"3,3",27,España / Rioja,"5,95",Come Queso y Bebe Vino,100 % de Tinto Fino
D. Mateos,Inconsciente Tempranillo Blanco 2020,2020,"3,7",97,España / Rioja,"10,50",Vino blanco,Tempranillo Blanco
Remírez de Ganuza,Rioja Reserva Fincas de Ganuza 2007,2007,"4,0",444,España / Rioja,"33,99",Vino tinto,"Graciano, Tempranillo, Mazuelo"
Celler Credo,Miranius 2020,2020,"3,8",108,España / Cataluña / Penedès,"10,50",Vino blanco,100 % de Xarel-lo
Vegalfaro,Pago de los Balagueses Chardonnay 2020,2020,"4,0",30,España / Valencia / Utiel-Requena,"21,95",Vino blanco,Chardonnay
Telmo Rodriguez,Dehesa Gago G 2018,2018,"3,6",735,España / Castilla y León / Toro,"8,75",Vino tinto,100 % de Tempranillo
Abadal,3.9 2015,2015,"4,0",409,España / Cataluña / Pla de Bages,"56,55",Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon"
Baigorri,De Garage Rioja 2015,2015,"4,2",234,España / Rioja,"36,65",Vino tinto,100 % de Tempranillo
Volver,Tarima Hill Old Vines Monastrell 2012,2012,"3,8",1553,España / Valencia / Alicante,"12,09",Vino tinto,100 % de Mourvedre
Eudald Massana Noya,La Creueta Tinto 2017,2017,"3,8",33,España / Cataluña / Penedès,"10,29",Vino tinto,"Merlot, Petit Verdot, Cabernet Sauvignon"
Volver,Single Vineyard Tempranillo 2011,2011,"3,8",1308,España / Castilla / La Mancha,"12,62",Vino tinto,100 % de Tempranillo
Muga,Muga Blanco 2018,2018,"3,7",1003,España / Rioja,12,Vino blanco,100 % de Viura
Bodegas Care,Garnacha Blanca Nativa 2018,2018,"4,1",128,España / Aragón / Cariñena,"9,20",Vino blanco,Grenache Blanc
Enrique Mendoza,La Tremenda Monastrell Alicante 2019,2019,"3,8",103,España / Valencia / Alicante,"9,95",Vino tinto,Mourvedre
Abel Mendoza Monge,Guardaviñas 2017,2017,"3,9",38,España / Rioja,"24,50",Vino tinto,100 % de Tempranillo
Bodegas Mas Alta,La Solana Alta 2019,2019,"4,2",28,España / Cataluña / Priorato,"46,50",Vino blanco,Garnacha Blanca
Bodega Sommos,Alquez 2018,2018,"3,6",69,España / Aragón / Calatayud,"8,90",Vino tinto,100 % de Garnacha
Clos Montblanc,Únic Chardonnay 2021,2021,"4,0",48,España / Cataluña,"11,95",Vino blanco,100 % de Chardonnay
Marques de Vargas,Gran Reserva Rioja 2015,2015,"4,3",81,España / Rioja,"40,99",Vino tinto,"Tempranillo, Mazuelo, Garnacha"
Ramón Bilbao,Crianza Rioja 2016,2016,"3,9",16724,España / Rioja,"8,20",Vino tinto,100 % de Tempranillo
Vinyes dels Aspres,Blanc dels Aspres Criança 2019,2019,"4,1",79,España / Cataluña / Empordà,"16,50",Vino blanco,Grenache Blanc
Murua,Reserva Rioja 2013,2013,"4,0",506,España / Rioja,"14,85",Vino tinto,100 % de Tempranillo
Vega Real,Vaccayos Cepas Viejas 2016,2016,"4,1",25,España / Castilla y León / Ribera del Duero,"20,90",Vino tinto,"85 % de Tempranillo, 15 % de Cabernet Sauvignon"
Palacio de Villachica,Crianza 2017,2017,"4,1",125,España / Castilla y León / Toro,"12,75",Vino tinto,Tinta de toro
Antídoto,La Hormiga de Antídoto 2020,2020,"4,3",94,España / Castilla y León / Ribera del Duero,31,Vino tinto,100 % de Tinto Fino
Bodega Cerrón,El Sentido de la Vida 2016,2016,"3,9",288,España / Murcia / Jumilla,"16,90",Vino tinto,100 % de Cabernet Sauvignon
Coloma,Graciano Selección 2017,2017,"3,7",26,España / Extremadura,"7,93",Vino tinto,Graciano
Dominio de Tares,Tares P.3 2008,2008,"4,3",71,España / Castilla y León / Bierzo,"44,65",Vino tinto,100 % de Mencia
Viña Sastre,Ribera del Duero Crianza 2019,2019,"4,2",77,España / Castilla y León / Ribera del Duero,"18,85",Vino tinto,100 % de Tinto Fino
Cerro Bercial,Ladera Los Cantos 2015,2015,"3,8",75,España / Valencia / Utiel-Requena,"15,65",Vino tinto,"65 % de Bobal, 35 % de Cabernet Sauvignon"
Calandria,Volandera 2018,2018,"3,8",236,España / Navarra,"8,90",Vino tinto,100 % de Garnacha
Celler Cooperatiu d'Espolla,Moscatell d'Empordà N.V.,5102,"3,9",93,España / Cataluña / Empordà,"6,10",Vino de postre,Moscatel de Alejandría
Ignios Orígenes,Marmajuelo 2014,2014,"3,9",38,España / Islas Canarias / Ycoden-Daute-Isora,"26,50",Vino blanco,100 % de Marmajuelo
Cruz de Alba,Finca Los Hoyales Ribera del Duero 2013,2013,"4,3",164,España / Castilla y León / Ribera del Duero,"58,25",Vino tinto,Tempranillo
Vega Sicilia,Valbuena 5º 1998,1998,"4,5",665,España / Castilla y León / Ribera del Duero,"314,16",Vino tinto,"Merlot, Tempranillo"
Jiménez-Landi,Cantos del Diablo 2017,2017,"4,3",40,España / Castilla / Méntrida,"79,50",Vino tinto,100 % de Garnacha
Pinord,Priorat Clos del Mas 2018,2018,"3,8",361,España / Cataluña / Priorato,"12,45",Vino tinto,"Cabernet Sauvignon, Cariñena, Garnacha"
Osborne,Solaz Rosado 2020,2020,"3,1",33,España / Castilla,"3,86",Vino rosado,"Shiraz/Syrah, Tempranillo, Mencia"
4 Monos,GR-10 Tinto 2017,2017,"3,9",226,España / Madrid,"13,90",Vino tinto,"88 % de Garnacha, 10 % de Cariñena, 2 % de Shiraz/Syrah"
Toro Albalá,Don PX Pedro Ximenez 1999,1999,"4,3",81,España / Andalucía / Montilla-Moriles,"45,50",Vino fortificado,100 % de Pedro Ximenez
Obalo,Matulán Crianza Rioja 2014,2014,"3,5",202,España / Rioja,"5,05",Vino tinto,Tempranillo
Casa Rojo,CL98 Tinto 2020,2020,"3,7",429,España / Castilla y León / Ribera del Duero,"10,03",Vino tinto,100 % de Tinto Fino
Bobal de San Juan,Bobal Old Vines (Viñas Viejas) 2020,2020,"3,5",54,España / Valencia / Utiel-Requena,"5,90",Vino tinto,100 % de Bobal
Artuke,K4 Rioja 2013,2013,"4,0",28,España / Rioja,"42,10",Vino tinto,100 % de Tempranillo
Marqués de Riscal,Barón de Chirel Rioja Reserva 2005,2005,"4,4",676,España / Rioja,140,Vino tinto,100 % de Tempranillo
Cuatro Pasos,Pizarras de Otero Mencia 2021,2021,"3,5",26,España / Castilla y León / Bierzo,"6,35",Vino tinto,Mencia
Raventós i Blanc,Textures de Pedra Blanc de Negres 2017,2017,"4,1",104,España / Cataluña / Penedès,"29,18",Vino espumoso,100 % de Sumoll
Tomàs Cusiné,Finca Barqueres Carignan 2016,2016,"4,2",186,España / Cataluña / Costers del Segre,"22,90",Vino tinto,Carignan
Arid,Eòlic Sauvignon Blanc 2019,2019,"3,8",37,España / Cataluña / Penedès,"14,75",Vino blanco,Sauvignon Blanc
Solar Viejo,Crianza 2016,2016,"3,6",823,España / Rioja,"7,70",Vino tinto,100 % de Tempranillo
Valserrano,Rioja Crianza 2015,2015,"3,9",1161,España / Rioja,"10,05",Vino tinto,100 % de Tempranillo
Aroa,Le Naturel Red 2020,2020,"3,8",1105,España / Navarra,"8,30",Vino tinto,100 % de Garnacha
Viña Pomal,Crianza 2014,2014,"3,5",1431,España / Rioja,"19,95",Vino tinto,100 % de Tempranillo
Celler Piñol,Mather Teresina Selecció Vinyes Velles 2018,2018,"4,2",75,España / Cataluña / Terra Alta,"25,95",Vino tinto,"70 % de Garnacha, 20 % de Cariñena, 10 % de Morenillo"
Arrayán,La Suerte de Arrayán Garnacha 2016,2016,"3,8",122,España / Castilla / Méntrida,"13,05",Vino tinto,100 % de Garnacha
Josep Grau Viticultor,L'Efecte Volador Montsant 2018,2018,"3,7",341,España / Cataluña / Tarragona / Montsant,"8,95",Vino tinto,Grenache
Montebaco,Semele 2016,2016,"3,7",1246,España / Castilla y León / Ribera del Duero,"9,60",Vino tinto,"90 % de Tinto Fino, 10 % de Merlot"
Marqués del Puerto,Reserva 2011,2011,"3,4",35,España / Rioja,"8,47",Vino tinto,"Mazuelo, Tempranillo"
Bodegas Val de Horna,La Loma Garnacha Old Vines 2020,2020,"3,7",27,España / Aragón / Ribera del Jiloca,"8,95",Vino tinto,Garnacha
Màquina y Tabla,Laderas de Leonila 2018,2018,"4,0",105,España / Castilla y León,"14,15",Vino tinto,100 % de Mencia
Portia,Crianza 2016,2016,"3,8",1256,España / Castilla y León / Ribera del Duero,"10,53",Vino tinto,100 % de Tempranillo
Gómez Cruzado,Blanco 2017,2017,"3,8",228,España / Rioja,"10,25",Vino blanco,"85 % de Viura, 15 % de Tempranillo Blanco"
El Miracle,Cava Brut N.V.,7344,"3,3",3243,España / Cava,"5,99",Vino espumoso,100 % de Alicante Bouschet
Cillar de Silos,Dominio del Pidio Albillo 2020,2020,"4,3",47,España / Castilla y León / Ribera del Duero,"44,75",Vino blanco,100 % de Albillo
Atlan & Artisan,8 Vents Mallorca 2018,2018,"4,1",709,España / Islas Baleares / Mallorca,"19,85",Vino tinto,"Merlot, Cabernet Sauvignon, Callet, Manto Negro"
Castro Ventosa,El Castro de Valtuille 2018,2018,"3,8",299,España / Castilla y León / Bierzo,"15,50",Vino tinto,100 % de Mencia
Viñas del Vero,Tempranillo - Cabernet Sauvignon Crianza 2018,2018,"3,7",28,España / Aragón / Somontano,"7,10",Vino tinto,"Cabernet Sauvignon, Tempranillo"
Luis Cañas,Reserva Selección de la Familia 2017,2017,"4,2",35,España / Rioja,"23,75",Vino tinto,Tempranillo
Orto Vins,Les Comes d'Orto 2017,2017,"3,8",74,España / Cataluña / Tarragona / Montsant,"17,50",Vino tinto,100 % de Garnacha
Barahonda,Heredad Candela Monastrell 2013,2013,"3,8",349,España / Murcia / Yecla,"14,90",Vino tinto,100 % de Mourvedre
Celler Masroig,Les Sorts Blanc 2021,2021,"3,8",26,España / Cataluña / Tarragona / Montsant,"13,50",Vino blanco,100 % de Garnacha Blanca
Conde de Los Andes,Rioja 2016,2016,"4,1",57,España / Rioja,"24,90",Vino tinto,100 % de Tempranillo
Dominio de Atauta,Dominio de Atauta 2017,2017,"4,3",647,España / Castilla y León / Ribera del Duero,"22,06",Vino tinto,100 % de Tinto Fino
Arínzano,Gran Vino Blanco 2016,2016,"4,3",110,España / Navarra / Arínzano,"89,54",Gran Vino Blanco,100 % de Chardonnay
Bodegas Valdelana,Barón Ladrón de Guevara Cosecha 2020,2020,"4,0",32,España / Rioja,"8,10",Vino tinto,"Viura, Tempranillo"
Bach,Viña Extrísima Tinto 2020,2020,"3,2",136,España / Cataluña,4,Vino tinto,"Tempranillo, Cabernet Sauvignon, Merlot"
Mas Estela,Quindals 2016,2016,"3,8",26,España / Cataluña / Empordà,"13,56",Vino tinto,"Shiraz/Syrah, Grenache, Samsó"
Viñas del Vero,Gran Vos Reserva Somontano 2015,2015,"3,9",144,España / Aragón / Somontano,"17,45",Vino tinto,"Cabernet Sauvignon, Merlot"
Menade,Sauvignon Blanc 2021,2021,"4,0",55,España / Castilla y León,"11,89",Vino blanco,100 % de Sauvignon Blanc
D. Mateos,Insolente Graciano 2019,2019,"3,8",147,España / Rioja,"10,95",Vino tinto,Graciano
Muga,Aro 2015,2015,"4,5",551,España / Rioja,"226,52",Vino tinto,100 % de Tempranillo
Sierra Cantabria,Garnacha 2017,2017,"4,1",96,España / Rioja,"13,26",Vino tinto,100 % de Garnacha
Finca Constancia,Altos de la Finca 2014,2014,"3,8",253,España / Castilla,"16,50",Vino tinto,"60 % de Petit Verdot, 40 % de Shiraz/Syrah"
Sei Solo,Tinto 2018,2018,"4,4",122,España / Castilla y León / Ribera del Duero,"52,90",Vino tinto,100 % de Tempranillo
Familia Torres,Milmanda 2016,2016,"4,1",302,España / Cataluña / Conca de Barberà,"51,70",Vino blanco,100 % de Chardonnay
Monopole,Blanco Seco (Clasico) 2018,2018,"4,1",115,España / Rioja,"19,75",Vino blanco,100 % de Viura
Costers del Priorat,Pissarres 2019,2019,"4,0",352,España / Cataluña / Priorato,"14,10",Vino tinto,"60 % de Garnacha, 40 % de Samsó"
Finca Villacreces,Pruno Ribera del Duero 2019,2019,"3,7",2747,España / Castilla y León / Ribera del Duero,"10,50",Vino tinto,"90 % de Tempranillo, 10 % de Cabernet Sauvignon"
Pedralonga,Albariño Pedralonga 2014,2014,"3,8",71,España / Galicia / Rías Baixas,"18,50",Vino blanco,100 % de Albariño
Bodega Pirineos,3404 Blanco 2021,2021,"3,9",62,España / Aragón / Somontano,"4,85",Vino blanco,"Chardonnay, Gewürztraminer"
Castell del Remei,ODA Negre 2019,2019,"4,1",79,España / Cataluña / Costers del Segre,"10,99",Vino tinto,100 % de Merlot
Dominio del Águila,Reserva 2010,2010,"4,3",82,España / Castilla y León / Ribera del Duero,59,Vino tinto,100 % de Tempranillo
Bodegas Tierra,La Abuela Visi 2019,2019,"4,2",26,España / Rioja / Rioja Alavesa,"31,90",Vino blanco,"Malvasia, Moscato, Viura"
Bodega Otazu,Pago de Otazu Chardonnay Con Crianza 2018,2018,"4,4",74,España / Navarra / Otazu,"28,60",Vino blanco,100 % de Chardonnay
Álvaro Palacios,Vi de Vila Gratallops 2017,2017,"4,3",507,España / Cataluña / Priorato,"54,95",Vino tinto,"Cariñena, Garnacha"
Maguila,Cachito Mío Toro 2016,2016,"4,1",61,España / Castilla y León / Toro,"16,45",Vino tinto,Tinta de toro
Jean Leon,Chardonnay Penedès Vinya Gigi 2013,2013,"3,8",188,España / Cataluña / Penedès,"22,45",Vino blanco,100 % de Chardonnay
Vinessens - Casa Balaguer,La Casica del Abuelo 2019,2019,"3,3",63,España / Valencia / Alicante,"7,90",Vino tinto,"80 % de Monastrell, 10 % de Shiraz/Syrah, 10 % de Petit Verdot"
Cims de Porrera,Solanes Priorat 2000,2000,"4,0",37,España / Cataluña / Priorato,"28,18",Vino tinto,"Cariñena, Garnacha"
Alvear,3 Miradas Vino de Pueblo 2019,2019,"3,6",104,España / Andalucía / Montilla-Moriles,"11,79",3 Miradas Vino de Pueblo,100 % de Pedro Ximenez
Tempore,Terrae Mas de Aranda Garnacha 2019,2019,"4,1",26,España / Aragón / Bajo Aragón,"9,48",Vino tinto,100 % de Garnacha
Baigorri,Crianza Tempranillo 2015,2015,"3,9",1699,España / Rioja,"23,25",Vino tinto,100 % de Tempranillo
Terroir Al Límit Soc. Lda,Historic Tinto 2017,2017,"3,6",458,España / Cataluña / Priorato,"17,90",Vino tinto,100 % de Garnacha
Bodegas 6º Elemento - Vino Sexto Elemento,Respeto 2017,2017,"4,6",43,España / Valencia / Utiel-Requena,"29,95",Bodegas 6º Elemento - Vino Sexto Elemento,100 % de Bobal
Bodegas Valdemar,Inspiración Tempranillo Blanco 2011,2011,"3,1",29,España / Rioja,"17,50",Vino blanco,100 % de Tempranillo Blanco
Hacienda Solano,Viñas Viejas 2017,2017,"4,1",138,España / Castilla y León / Ribera del Duero,"45,50",Vino tinto,"Tinto Fino, Albillo Mayor"
Emilio Moro,Malleolus de Valderramiro 2011,2011,"4,5",724,España / Castilla y León / Ribera del Duero,"173,95",Vino tinto,100 % de Tempranillo
Casa Do Sol,Albariño 2016,2016,"4,1",184,España / Galicia / Rías Baixas,"11,95",Vino blanco,Albariño
Castillo Perelada,Només Garnatxa Negra 2020,2020,"3,6",80,España / Cataluña / Empordà,"7,90",Vino tinto,Garnacha
Fedellos do Couto,Bastarda 2019,2019,"4,0",146,España / Galicia / Ribeira Sacra,"26,85",Vino tinto,Trousseau
Altanza,Club Rioja Reserva 2005,2005,"4,0",704,España / Rioja,"17,50",Vino tinto,100 % de Tempranillo
Palacio de Bornos,La Caprichosa Verdejo 2021,2021,"4,0",81,España / Castilla y León / Rueda,"6,90",Vino blanco,100 % de Verdejo
Viña Pomal,Gran Reserva 2014,2014,"4,0",207,España / Rioja,"25,95",Vino tinto,100 % de Tempranillo
Carlos Moro,Oinoz Verdejo 2020,2020,"3,8",164,España / Castilla y León / Rueda,"6,30",Vino blanco,Verdejo
Ondarre,Señorío de Ondarre Rioja Reserva 2015,2015,"3,8",892,España / Rioja,"9,80",Vino tinto,100 % de Tempranillo
